codigo;nome;categoria;preco;qt;descricao;marca;promocao;imagem
1485;HD EXTERNO 1 TERA SEAGATE EXPANSION USB 3.0;HD Externo;490,00;1;HD externo 1TB Seagate Expansion USB 3.0;Seagate;nao;hd1tb_sea.webp
1486;HD EXTERNO 2 TB SEAGATE PORTÁTIL EXPANSION USB 3.0;HD Externo;620,00;1;HD externo portátil 2TB Seagate Expansion USB 3.0;Seagate;nao;hd2tb_sea.webp
1779;HD EXTERNO 4 TB SEAGATE USB 3.0 EXPANSION;HD Externo;1110,00;1;HD externo 4TB Seagate Expansion USB 3.0;Seagate;nao;hd4tb_sea.webp
