id,title,description,price,availability,condition,brand,image_link,link,google_product_category
1932,MONITOR 32 SAMSUNG GAMER QHD LS32CG55 ODYSSEY,Monitor gamer 32 QHD LS32CG55 Odyssey,"1650,00 BRL",in stock,new,Samsung,monitor-samsung-32-gamer-qhd-odyssey.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1633,MONITOR 24 DX 1K 165HZ CURVO ALTO-FALANTE 3W HDMI,Monitor curvo 24 1K 165Hz alto-falante,"955,00 BRL",in stock,new,DX,monitor-dx-24-curvo-165hz-speaker.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1634,MONITOR 27 DX 165HZ SPEAKER ALTO-FALANTE IPS BOX,Monitor 27 IPS 165Hz alto-falante,"1050,00 BRL",in stock,new,DX,monitor-dx-27-ips-165hz-speaker.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
401115,MONITOR 18.5 AOC LED E970SWNHL HDMI,Monitor 18.5 E970SWNHL HDMI,"563,00 BRL",in stock,new,AOC,monitor-aoc-185-led-e970swnhl.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
400759,MONITOR 21.5 LED SAMSUNG LS22F350FHLMZD,Monitor 21.5 LS22F350FHLMZD,"1168,00 BRL",in stock,new,Samsung,monitor-samsung-215-led-ls22f350fhlmzd.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1888,PROCESSADOR INTEL CELERON 1151 LGA1200 G5905 4MB,Intel Celeron G5905 LGA1200 4MB,"225,00 BRL",in stock,new,Intel,g5905.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1889,PROCESSADOR INTEL CELERON 1151 LGA1200 G5925 3.6GHZ,Intel Celeron G5925 3.6GHz LGA1200,"225,00 BRL",in stock,new,Intel,g5925.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1039,PROCESSADOR INTEL I3 LGA1150 4150/4160 3.4GHZ 3MB OEM,Intel Core i3 4150/4160 3.4GHz 3MB OEM,"76,50 BRL",in stock,new,Intel,i34150.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1721,PROCESSADOR INTEL I3 LGA1151 9100F 3.6GHZ 3MB 9GER,Intel Core i3 9100F 3.6GHz 9ª geração,"460,00 BRL",in stock,new,Intel,i39100f.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1891,PROCESSADOR INTEL I3 LGA1200 10100F 3.6GHZ 6MB 10ªG,Intel Core i3 10100F 3.6GHz 6MB 10ª geração,"529,00 BRL",in stock,new,Intel,i310100f.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
401960,PROCESSADOR INTEL I3 LGA1200 CORE 10105 3.70GHZ 6MB,Intel Core i3 10105 3.7GHz 6MB,"900,00 BRL",in stock,new,Intel,i310105.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1830,PROCESSADOR INTEL I5 LGA1150 4570 4ªG,Intel Core i5 4570 4ª geração,"210,00 BRL",in stock,new,Intel,i54570.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1831,PROCESSADOR INTEL I5 LGA1151 8400 OEM,Intel Core i5 8400 OEM,"721,00 BRL",in stock,new,Intel,i58400.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1722,PROCESSADOR INTEL I5 LGA1151 9400F OEM,Intel Core i5 9400F OEM,"635,88 BRL",in stock,new,Intel,i59400f.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1719,PROCESSADOR INTEL I5 LGA1155 3570 3.8GHZ 6MB OEM,Intel Core i5 3570 3.8GHz 6MB OEM,"190,00 BRL",in stock,new,Intel,i53570.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1638,PROCESSADOR INTEL I5 LGA1155 3470 3.2GHZ OEM,Intel Core i5 3470 3.2GHz OEM,"188,00 BRL",in stock,new,Intel,i53470.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
402467,PROCESSADOR INTEL I5 LGA1200 11400F 2.6 GHZ 12MB 11ª,Intel Core i5 11400F 2.6GHz 12MB 11ª geração,"1040,00 BRL",in stock,new,Intel,i511400f.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1774,PROCESSADOR INTEL I5 LGA1700 12400F 4.4 GHZ 12MB,Intel Core i5 12400F LGA1700 12ª geração,"905,00 BRL",in stock,new,Intel,i512400f.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1042,PROCESSADOR INTEL I5 13400 LGA1700,Intel Core i5 13400 2.5GHz 20MB 13ª geração,"1634,01 BRL",in stock,new,Intel,i513400.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1890,PROCESSADOR INTEL I5 14400 LGA1700,Intel Core i5 14400 14ª geração,"1700,00 BRL",in stock,new,Intel,i514400.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
402614,PROCESSADOR INTEL I7 3770 LGA1155,Intel Core i7 3770 3.9GHz,"465,00 BRL",in stock,new,Intel,i73770.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1891,PROCESSADOR INTEL PENTIUM G5400T,Intel Pentium G5400T 3.1GHz,"399,00 BRL",in stock,new,Intel,g5400t.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2001,PLACA MAE BRAZIL PC H61 ITX M.2,Placa Mãe Brazil PC H61 ITX M.2,"189,00 BRL",in stock,new,Brazil PC,bpc-h61-itx.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2002,PLACA MAE BRASIL PC B1150 H81 BPCH81M,Placa Mãe Brasil PC B1150 H81,"219,00 BRL",in stock,new,Brasil PC,bpch81m.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2003,PLACA MAE ASUS PRIME H310M-E HDMI DDR4,Placa Mãe ASUS Prime H310M-E HDMI DDR4,"610,00 BRL",in stock,new,ASUS,h310meprime.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2004,PLACA MAE ASUS H310M-C / H310M-H,Placa Mãe ASUS H310M-C / H310M-H,"548,00 BRL",in stock,new,ASUS,h310mh.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2005,PLACA MAE ASUS H610M-CS D4 PRIME,Placa Mãe ASUS H610M-CS D4 PRIME,"702,00 BRL",in stock,new,ASUS,h610mcsprime.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2006,PLACA MAE ASUS PRIME H610M-K D4 PRIME 12ª GER,Placa Mãe ASUS Prime H610M-K D4 Prime 12ª geração,"702,00 BRL",in stock,new,ASUS,h610mk.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2009,PLACA MAE PCWARE 1151 8ª/9ª IPMH310G DDR4,Placa Mãe PCWARE 1151 8ª/9ª IPMH310G DDR4,"530,00 BRL",in stock,new,PCWARE,ipmh310g.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2010,PLACA MAE PCWARE 1151 8ª/9ª IPMH310G DDR4 PRO,Placa Mãe PCWARE 1151 8ª/9ª IPMH310G DDR4 PRO,"470,00 BRL",in stock,new,PCWARE,ipmh310gpro.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2011,PLACA MAE HAYOM H155 H61M EL DDR3 PLM2300,Placa Mãe Hayom H155 H61M EL DDR3,"199,00 BRL",in stock,new,Hayom,plm2300.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2012,PLACA MAE HAYOM H155 B75M S/V/R DDR3 PLM2301,Placa Mãe Hayom H155 B75M S/V/R DDR3,"209,00 BRL",in stock,new,Hayom,plm2301.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1828,PLACA DE VÍDEO NVIDIA INNO3D RTX3060 12GB DDR6,RTX 3060 12GB DDR6 PCIe 4.0,"2185,50 BRL",in stock,new,NVIDIA,rtx3060.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
402487,PLACA DE VÍDEO NVIDIA GTX 550 1GB DDR5 128 BITS,GTX 550 1GB DDR5 128 bits,"326,00 BRL",in stock,new,NVIDIA,gtx550.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1572,PLACA DE VÍDEO NVIDIA GT740 2GB DDR3 BLUECASE,GT740 2GB DDR3 128 bits BlueCase,"363,00 BRL",in stock,new,NVIDIA,gt740.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1571,PLACA DE VÍDEO NVIDIA GT710 2GB DDR3 HOOPSON,GT710 2GB DDR3 64 bits Hoopson,"435,00 BRL",in stock,new,NVIDIA,gt710.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
401640,PLACA DE VÍDEO AMD R5 230 2GB DDR3 PCYES,Radeon R5 230 2GB DDR3 64 bits PCYes,"240,00 BRL",in stock,new,AMD,r5230.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1046,PLACA DE VÍDEO AMD RX570 8GB DDR5 PCYES,RX570 8GB DDR5 256 bits PCYes,"964,60 BRL",in stock,new,AMD,rx570.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1899,PLACA DE VÍDEO NVIDIA GTX1050 4GB DDR5 GALAX,GTX 1050 4GB DDR5 128 bits Galax,"1190,00 BRL",in stock,new,NVIDIA,gtx1050.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
402270,PLACA DE VÍDEO NVIDIA GTX1050 TI 4GB DDR5 ASUS,GTX 1050 Ti 4GB DDR5 128 bits ASUS,"1530,00 BRL",in stock,new,NVIDIA,gtx1050ti.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
401807,PLACA DE VÍDEO NVIDIA GTX1660 6GB DDR5 GALAX,GTX 1660 6GB DDR5 192 bits Galax,"1534,50 BRL",in stock,new,NVIDIA,gtx1660.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1933,HD SSD 120GB 2.5 GET,SSD 120GB 2.5 polegadas GET,"190,00 BRL",in stock,new,GET,ssd120get.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1548,HD SSD 240GB 2.5 SANDISK 530MB/S G26,SSD 240GB 2.5 SANDISK 530MB/s G26,"425,00 BRL",in stock,new,SANDISK,ssd240sandisk.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1866,HD SSD 240GB SSD1901 HAYOM,SSD 240GB modelo SSD1901,"315,00 BRL",in stock,new,HAYOM,ssd240hayom.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1482,HD SSD 240GB KINGSTON A400 SA400S37/240G,SSD 240GB KINGSTON A400 SA400S37/240G,"421,86 BRL",in stock,new,KINGSTON,ssd240kingston.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1942,HD SSD 480 GB 2.5 HAYOM,SSD 480GB 2.5 polegadas,"370,00 BRL",in stock,new,HAYOM,ssd480hayom.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1919,HD SSD 480 GB 2.5 GOTECH,SSD 480GB 2.5 polegadas,"410,00 BRL",in stock,new,GOTECH,ssd480gotech.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1713,HD SSD 480 GB 2.5 HIK SEMI MEWE,SSD 480GB 2.5 polegadas HIK SEMI MEWE,"390,00 BRL",in stock,new,HIK SEMI MEWE,ssd480hiksemi.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1483,HD SSD 480 GB 2.5 KINGSTON SA400S37,SSD 480GB KINGSTON SA400S37,"520,00 BRL",in stock,new,KINGSTON,ssd480kingston.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1062,NVME SSD M.2 2280 KINGSTON 1 TB NVME,SSD NVME M.2 2280 1TB,"1451,00 BRL",in stock,new,KINGSTON,ssd1tbnvme.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1033,NVME SSD M.2 2280 KINGSTON 500GB 2.5,SSD NVME M.2 2280 500GB 2.5 polegadas,"520,00 BRL",in stock,new,KINGSTON,ssd500nvme.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1853,SSD M.2 2280 SATA3 MACROVIP SWB 256GB,SSD M.2 2280 SATA3 SWB 256GB,"190,00 BRL",in stock,new,MACROVIP,ssd256macrovip.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1054,SSD 256GB 2.5 FNX GAMER,SSD 256GB 2.5 polegadas FNX GAMER,"320,00 BRL",in stock,new,FNX,ssd256fnx.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1485,HD EXTERNO 1TB SEAGATE EXPANSION USB 3.0,HD externo 1TB Seagate Expansion USB 3.0,"490,00 BRL",in stock,new,Seagate,hd1tb_sea.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1486,HD EXTERNO 2TB SEAGATE PORTÁTIL EXPANSION USB 3.0,HD externo portátil 2TB Seagate Expansion USB 3.0,"620,00 BRL",in stock,new,Seagate,hd2tb_sea.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1779,HD EXTERNO 4TB SEAGATE USB 3.0 EXPANSION,HD externo 4TB Seagate Expansion USB 3.0,"1110,00 BRL",in stock,new,Seagate,hd4tb_sea.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1598,HD INTERNO 3TB SATA3 SEAGATE CONSTELLATION 7200,HD interno 3TB Seagate Constellation SATA3 7200 RPM,"710,45 BRL",in stock,new,Seagate,hd3tb_sea.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1884,FONTE REAL 500W ATX AEROCOOL KCAS 500,Fonte Real 500W ATX Aerocool KCAS 500,"375,00 BRL",in stock,new,Aerocool,aerocool_fonte500w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1885,FONTE AEROCOOL VX PLUS 700W 80 PLUS BRONZE,Fonte Aerocool VX Plus 700W 80 Plus Bronze,"398,00 BRL",in stock,new,Aerocool,aerocool_fonte700w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1886,FONTE REAL 1000W ATX AEROCOOL KCAS 80 PLUS GOLD,Fonte Real 1000W ATX Aerocool KCAS PFC Ativo,"945,00 BRL",in stock,new,Aerocool,aerocool_fonte1000w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1887,FONTE REAL 500W CORSAIR VS500 80 PLUS CP9020223BR,Fonte Real 500W Corsair VS500 80 Plus CP9020223BR,"492,00 BRL",in stock,new,Corsair,corsair_fonte500w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1888,FONTE HAYOM HX-200W,Fonte Hayom HX-200W,"60,00 BRL",in stock,new,Hayom,hayom_fonte200w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1889,FONTE REAL 500WR ATX MGS,Fonte Real 500WR ATX MGS,"148,00 BRL",in stock,new,MGS,mgs_fonte500w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1892,FONTE REAL 750 W 80 PLUS MGS,Fonte Real 750W 80 Plus MGS,"390,00 BRL",in stock,new,MGS,mgs_fonte750w.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2011,PLACA MAE BRAZIL PC 1155 DDR3 BPC-H61-ITX-M.2,Placa Mãe Brazil PC 1155 DDR3 BPC-H61-ITX-M.2,"168,00 BRL",in stock,new,Brazil PC,bpc-h61-itx-m2.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2012,PLACA MAE GIGABYTE 1151 8ª/9ªG H310M-H DDR4,Placa Mãe Gigabyte 1151 8ª/9ªG H310M-H DDR4,"548,00 BRL",in stock,new,Gigabyte,gigabyte-h310mh.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2013,PLACA MAE GIGABYTE-H610M.K 1700 HDMI ATX,Placa Mãe Gigabyte H610M.K 1700 HDMI ATX,"700,00 BRL",in stock,new,Gigabyte,gigabyte-h610mk.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2014,PLACA MAE HAYOM 1155 B75M S/V/R DDR3 PLM2301,Placa Mãe Hayom 1155 B75M S/V/R DDR3 PLM2301,"185,00 BRL",in stock,new,Hayom,hayom-1155-b75m.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2015,PLACA MAE HAYOM 1155 H61M EL DDR3 PLM2300,Placa Mãe Hayom 1155 H61M EL DDR3 PLM2300,"160,00 BRL",in stock,new,Hayom,hayom-1155-h61m.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
2016,PLACA MAE PCWARE 1151 8ª IPMB360 PRO-GAMING DDR4,Placa Mãe PCWARE 1151 8ª IPMB360 PRO-GAMING DDR4,"828,00 BRL",in stock,new,PCWARE,pcware-1151-ipmb360.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
1906,AMD RYZEN 5 5600GT,"Processador AMD Ryzen 5 5600GT - 6 núcleos, 12 threads, clock até 4.6GHz","1208,00 BRL",in stock,new,AMD,amd-ryzen5-5600gt.webp,https://www.primosinformatica.com.br,Electronics > Computers & Accessories
